subbasin,gsa,year,cropped_acres,idle_acres,urban_acres,other_acres,citrus,deciduous,field,grain,pasture,rice,truck,vineyard,young_perennial
Tule,Saucelito Irrigation District GSA,2022,18964.7,440.4,0.0,152.1,1666.5,12915.1,383.5,231.3,118.6,0.0,0.0,3503.5,146.2
Tule,Saucelito Irrigation District GSA,2023,18079.0,369.3,0.0,615.3,1534.5,12169.6,767.5,66.1,40.7,0.0,227.4,3121.9,151.3
Tule,Saucelito Irrigation District GSA,2024,17803.7,698.8,0.0,452.3,1572.6,11811.1,816.9,117.9,3.5,0.0,144.8,3110.6,226.3
Tule,Tea Pot Dome Water District GSA,2020,3236.3,0.0,0.0,446.9,3067.9,66.3,0.0,77.5,0.0,0.0,5.6,0.0,19.0
Tule,Tea Pot Dome Water District GSA,2021,3153.7,446.9,0.0,82.6,3056.3,66.3,0.0,9.2,0.0,0.0,3.7,0.0,18.2
Tule,Tea Pot Dome Water District GSA,2022,3264.5,376.2,0.0,43.2,2976.7,75.7,0.0,70.9,0.0,0.0,5.6,0.0,135.6
Tule,Tea Pot Dome Water District GSA,2023,3213.0,417.5,0.0,61.8,2965.3,158.0,0.0,70.9,0.0,0.0,5.6,0.0,13.2
Tule,Tea Pot Dome Water District GSA,2024,3316.2,294.9,0.0,78.3,2904.0,164.2,0.0,69.4,151.0,0.0,5.6,0.0,22.0
Tule,Terra Bella Irrigation District GSA,2020,9104.3,0.0,569.5,2227.4,5072.3,2556.3,0.0,1098.5,74.7,0.0,37.3,10.1,255.1
Tule,Terra Bella Irrigation District GSA,2021,7839.7,2210.1,585.9,1281.7,4934.2,2553.0,0.0,9.9,70.6,0.0,23.9,5.9,242.2
Tule,Terra Bella Irrigation District GSA,2022,9097.0,2171.4,589.1,72.6,5106.9,2738.0,0.0,633.5,69.4,0.0,32.4,5.9,510.9
Tule,Terra Bella Irrigation District GSA,2023,9147.8,1924.9,590.5,279.7,5148.4,3110.6,4.0,701.2,69.4,0.0,35.9,0.8,77.5
Tule,Terra Bella Irrigation District GSA,2024,9622.9,1652.4,590.5,72.3,5185.0,3247.3,0.0,1022.3,74.4,0.0,40.0,0.8,53.1
Tule,Tri-County Water Authority GSA - Tule,2020,26877.5,0.0,0.0,22589.5,0.0,16800.7,1670.1,7260.1,236.7,0.0,154.4,755.5,0.0
Tule,Tri-County Water Authority GSA - Tule,2021,23092.5,21993.4,0.0,4373.4,0.0,16799.1,1685.4,3383.1,317.1,0.0,238.8,669.0,0.0
Tule,Tri-County Water Authority GSA - Tule,2022,25873.7,23007.4,0.0,505.4,0.0,16713.9,1494.0,6371.3,341.1,0.0,157.3,668.7,127.4
Tule,Tri-County Water Authority GSA - Tule,2023,25924.4,22322.2,0.0,1140.8,0.0,16986.2,1506.5,6132.5,522.4,0.0,237.2,521.0,18.6
Tule,Tri-County Water Authority GSA - Tule,2024,26542.4,21581.5,0.0,1001.9,0.0,17061.1,1611.0,6690.0,447.0,0.0,76.8,521.0,135.5
Tule,Tule East GSA JPA,2020,43267.9,0.0,10463.9,17988.5,18316.3,8306.3,16.7,10434.3,617.5,0.0,173.6,4733.5,669.7
Tule,Tule East GSA JPA,2021,32467.2,17847.0,10435.6,10980.8,18180.4,8277.8,22.7,258.4,539.5,0.0,164.0,4430.2,594.2
Tule,Tule East GSA JPA,2022,44598.7,15962.7,10608.9,312.3,18524.0,8716.1,182.2,10683.8,433.3,0.0,165.9,4360.5,1532.9
Tule,Tule East GSA JPA,2023,50559.6,8870.4,10818.1,1589.3,18552.7,10141.1,18.2,17055.9,469.0,0.0,171.7,4069.7,81.3
Tule,Tule East GSA JPA,2024,50304.0,7635.9,10828.0,1435.4,18361.8,10303.8,90.6,16237.6,1323.1,0.0,171.7,3655.5,159.9
Tule,Vandalia Water District GSA,2020,1357.4,0.0,8859.3,20.8,1329.1,0.0,0.0,0.0,0.0,0.0,2.9,0.0,25.4
Tule,Vandalia Water District GSA,2021,1357.4,20.8,8814.6,0.0,1329.1,0.0,0.0,0.0,0.0,0.0,2.9,0.0,25.4
Tule,Vandalia Water District GSA,2022,1356.0,20.8,8907.2,0.7,1342.7,5.3,0.0,0.0,0.0,0.0,2.9,0.0,5.1
Tule,Vandalia Water District GSA,2023,1315.0,21.5,9079.1,41.0,1306.8,5.3,0.0,0.0,0.0,0.0,2.9,0.0,0.0
Tule,Vandalia Water District GSA,2024,1315.0,62.5,9083.9,0.0,1306.8,5.3,0.0,0.0,0.0,0.0,2.9,0.0,0.0
Westside,County of Fresno GSA - Westside,2020,8761.3,0.0,1723.2,5907.3,121.1,6540.7,180.7,779.3,65.1,0.0,721.3,245.7,107.4
Westside,County of Fresno GSA - Westside,2021,8608.8,5232.7,1739.2,833.2,121.1,6735.0,313.6,0.0,217.7,0.0,975.7,245.7,0.0
Westside,County of Fresno GSA - Westside,2022,8163.3,6039.6,1737.5,759.3,121.1,6413.4,489.6,201.2,217.7,0.0,474.6,245.7,0.0
Westside,County of Fresno GSA - Westside,2023,8496.2,5394.5,1705.1,1130.8,121.1,5489.7,532.6,1083.0,152.6,0.0,871.5,245.7,0.0
Westside,County of Fresno GSA - Westside,2024,8425.4,5417.2,1705.1,1084.9,121.0,4855.2,682.6,1924.7,73.5,0.0,520.3,175.7,72.4
Westside,Westlands Water District GSA,2020,391842.2,0.0,4101.0,164612.3,4465.3,196481.4,20275.9,26824.6,4163.3,0.0,120697.8,17513.5,1420.4
Westside,Westlands Water District GSA,2021,364926.9,132412.8,4176.4,54868.5,4321.5,205458.3,14810.1,17477.8,4099.2,0.0,99172.4,18337.8,1249.8
Westside,Westlands Water District GSA,2022,348190.6,156963.5,4150.5,47839.4,3914.1,204508.4,17394.4,16955.2,3335.8,0.0,78319.9,17436.5,6326.3
Westside,Westlands Water District GSA,2023,422748.7,100345.0,4144.9,24309.5,3802.9,198565.7,33726.0,73954.8,2595.6,0.0,91270.6,16405.3,2427.8
Westside,Westlands Water District GSA,2024,413371.7,78482.1,4144.9,50151.4,4090.7,187324.7,35504.1,75475.0,2270.8,0.0,89377.2,15310.2,4019.0
